,Over_All,ball_skills,physical,defence,GK,mental,shooting,passing,hight,wight,age,value
Serhou Guirassy,77,77.5,71.28571428571430,35.5,10.2,65.66666666666670,73.375,64.0,187,82,25,15000000
Fabrizio Angileri,77,72.5,77.0,70.5,8.8,72.66666666666670,68.375,76.33333333333330,184,84,27,11000000
Milton Casco,77,79.5,80.42857142857140,70.0,10.8,76.5,67.25,72.0,170,69,33,5500000
Iván Marcone,77,74.0,61.714285714285700,74.0,13.0,74.66666666666670,61.625,71.0,182,79,31,7500000
Matías Kranevitter,77,72.0,73.57142857142860,75.5,9.0,70.66666666666670,50.25,71.33333333333330,178,67,28,10000000
Jean-Philippe Gbamin,77,75.0,70.57142857142860,78.5,11.2,74.0,59.875,73.66666666666670,186,83,26,10500000
Gustavo Cuéllar,77,68.0,75.14285714285710,75.5,12.0,70.33333333333330,52.625,68.33333333333330,177,75,28,10000000
Thiago Mendes,77,76.5,73.85714285714290,74.0,11.2,74.66666666666670,66.125,76.0,177,75,29,9000000
Abderrazak Hamdallah,77,77.5,71.57142857142860,27.5,10.8,64.0,73.125,66.0,180,82,30,10500000
Alex Iwobi,77,81.5,71.28571428571430,39.5,11.6,64.33333333333330,57.625,71.33333333333330,185,75,25,13000000
Roman Zobnin,77,78.0,72.28571428571430,77.5,11.0,72.0,64.5,75.66666666666670,182,78,27,11500000
Mohamed Elneny,77,72.0,66.57142857142860,74.0,11.0,71.5,61.625,74.33333333333330,181,74,29,9500000
Frank Acheampong,77,78.5,87.57142857142860,49.5,12.4,65.66666666666670,67.5,66.66666666666670,170,60,27,11000000
Santi Mina,77,77.5,74.28571428571430,42.5,10.8,69.83333333333330,71.25,69.66666666666670,181,77,25,15000000
Diego Llorente,77,66.5,71.42857142857140,73.0,9.4,68.0,43.5,67.33333333333330,186,76,28,11000000
Leander Dendoncker,77,74.5,67.28571428571430,78.0,11.2,75.5,72.0,78.0,189,88,26,13500000
Arthur Masuaku,77,80.0,75.71428571428570,70.5,7.8,69.83333333333330,61.75,74.0,179,70,27,11000000
Pantić Gerhardt,77,77.0,69.0,73.0,10.0,75.16666666666670,63.625,74.66666666666670,184,81,27,12000000
Roberto Gagliardini,77,75.5,63.0,78.0,8.4,73.66666666666670,61.25,71.66666666666670,188,77,27,10000000
Camilo Vargas,77,17.5,52.42857142857140,21.0,74.0,35.166666666666700,26.875,21.0,187,82,32,5000000
Neal Maupay,77,73.0,73.14285714285710,42.5,10.4,67.5,72.0,64.66666666666670,173,69,25,16000000
André Gomes,77,79.0,62.142857142857100,69.5,9.8,76.0,68.75,75.33333333333330,188,84,28,11000000
Daniele Rugani,77,62.5,64.28571428571430,78.5,6.0,63.333333333333300,44.125,58.0,190,84,27,11500000
Valentino Lazaro,77,78.0,71.85714285714290,71.0,9.6,72.66666666666670,67.625,75.33333333333330,180,75,25,14000000
Elseid Hysaj,77,73.0,72.42857142857140,76.0,10.4,70.5,46.75,71.66666666666670,182,70,27,11000000
Samu Castillejo,77,82.5,72.28571428571430,44.0,13.2,65.5,65.0,73.66666666666670,182,67,26,11500000
Romarinho,77,79.0,80.42857142857140,26.0,12.0,61.166666666666700,71.125,71.0,174,69,30,10000000
Florent Mollet,77,79.5,74.0,53.5,12.2,70.16666666666670,71.75,76.0,170,67,29,10500000
Óliver Torres,77,83.5,64.14285714285710,64.0,8.4,73.16666666666670,65.875,77.0,175,70,26,13500000
Joël Veltman,77,69.0,69.57142857142860,80.0,8.6,71.0,47.375,72.33333333333330,184,75,29,9000000
Bertrand Traoré,77,84.0,73.14285714285710,40.0,10.0,67.33333333333330,71.875,71.66666666666670,181,73,26,12500000
Vita Poulsen,77,75.0,76.28571428571430,56.0,10.8,72.66666666666670,66.875,64.66666666666670,192,84,27,12500000
Carlos Bacca,77,76.5,67.42857142857140,28.0,9.0,65.83333333333330,71.875,61.0,181,77,35,5000000
Leandro Trossard,77,78.0,78.71428571428570,30.5,9.4,61.0,74.0,74.0,172,67,26,12500000
Sergio Rico,77,14.0,48.57142857142860,14.5,76.4,38.833333333333300,22.25,23.666666666666700,196,90,28,9500000
Ardon Abdelhamid,77,69.5,55.714285714285700,79.0,12.0,64.66666666666670,42.0,58.0,190,83,34,5000000
Sam Johnstone,77,17.0,48.285714285714300,19.5,75.6,33.333333333333300,23.375,26.333333333333300,193,85,28,9500000
Clerc,77,75.5,79.0,71.5,11.2,70.16666666666670,58.125,71.33333333333330,182,69,29,9500000
Luís Neto,77,54.0,68.0,77.0,12.2,67.5,46.5,57.666666666666700,185,73,33,5000000
Zé Luís,77,77.0,76.42857142857140,27.5,11.8,67.33333333333330,71.875,51.333333333333300,184,80,30,10500000
Jamaal Lascelles,77,55.5,66.0,77.5,11.4,61.333333333333300,36.875,56.333333333333300,188,83,27,12000000
Dimitri Foulquier,77,75.0,73.71428571428570,74.0,9.6,71.0,56.625,72.66666666666670,183,78,28,9500000
Gregoire Defrel,77,82.5,65.85714285714290,32.5,11.8,65.66666666666670,72.75,65.66666666666670,179,77,30,10000000
Alexander Schwolow,77,19.0,46.714285714285700,16.5,74.6,33.0,18.875,19.333333333333300,190,84,29,8500000
Jérôme Roussillon,77,78.0,78.71428571428570,73.0,10.4,73.83333333333330,63.125,72.66666666666670,175,80,28,9500000
Thomas Meunier,77,74.0,70.28571428571430,72.0,10.2,73.33333333333330,71.625,74.33333333333330,191,90,30,9500000
Stuart Armstrong,77,76.5,72.71428571428570,65.0,11.8,72.66666666666670,72.375,74.33333333333330,183,75,29,10500000
David López,77,69.0,62.285714285714300,77.5,10.8,71.0,58.125,67.0,183,81,31,7000000
Faouzi Ghoulam,77,78.0,69.0,76.0,9.6,72.0,68.0,78.0,184,80,30,9000000
Jeison Murillo,77,60.5,75.14285714285710,76.5,12.0,69.66666666666670,44.625,63.0,184,78,29,9500000
Ciprian Tătărușanu,77,17.5,51.142857142857100,13.5,76.2,39.5,18.375,28.333333333333300,198,90,35,1200000
Pablo,77,60.0,64.57142857142860,78.5,12.0,66.66666666666670,55.5,54.0,188,86,30,8500000
Nico Schulz,77,73.0,76.42857142857140,72.5,11.6,74.5,52.375,74.33333333333330,181,83,28,9500000
Sebastian Rode,77,73.5,70.0,77.0,9.8,76.5,60.0,72.33333333333330,179,71,30,9000000
Magomed Ozdoev,77,76.5,74.85714285714290,74.5,13.2,73.16666666666670,61.75,73.0,184,78,28,
Matz Sels,77,26.0,43.57142857142860,14.5,75.6,41.5,22.375,28.666666666666700,190,88,29,8500000
Connor Goldson,77,68.0,69.0,76.0,9.4,69.83333333333330,48.5,63.666666666666700,191,85,28,10000000
Vincent Aboubakar,77,80.0,73.85714285714290,33.5,8.4,69.66666666666670,74.5,67.66666666666670,184,82,29,10500000
Mathew Ryan,77,18.5,55.0,15.0,77.8,45.333333333333300,22.5,36.0,184,82,29,8500000
Rogelio Funes Mori,77,74.5,77.14285714285710,35.0,10.8,70.33333333333330,73.0,66.66666666666670,186,78,30,10500000
Celso Ortiz,77,72.0,70.85714285714290,77.5,11.2,72.83333333333330,52.75,67.0,174,74,32,7000000
Josuha Guilavogui,77,66.5,66.42857142857140,78.0,12.2,73.5,58.75,66.66666666666670,188,77,31,9000000
Florian Lejeune,77,67.5,59.285714285714300,78.0,12.0,68.16666666666670,55.0,66.0,189,81,30,8500000
Daniel Caligiuri,77,75.0,72.57142857142860,72.0,11.0,74.16666666666670,74.5,78.0,182,80,33,6500000
Giovanni Moreno,77,77.5,78.28571428571430,51.0,12.4,71.5,77.5,73.0,192,83,35,4500000
James Tavernier,77,75.0,79.28571428571430,72.5,11.8,72.66666666666670,73.0,74.0,180,75,29,9500000
Marco Davide Faraoni,77,75.5,74.14285714285710,71.0,11.8,72.66666666666670,71.25,75.33333333333330,180,71,29,9500000
Aaron Mooy,77,75.0,71.42857142857140,72.0,10.8,74.66666666666670,69.375,79.0,175,68,31,10000000
Andros Townsend,77,80.0,70.14285714285710,38.0,11.8,68.33333333333330,72.75,74.33333333333330,178,73,30,10500000
Craig Dawson,77,57.5,62.714285714285700,78.5,6.8,68.0,47.75,64.33333333333330,188,77,31,7000000
Hugo Mallo,77,66.5,71.28571428571430,73.0,10.8,69.0,44.625,70.0,173,69,30,9000000
André Almeida,77,76.5,68.14285714285710,80.5,9.4,74.83333333333330,61.5,78.0,186,80,31,9000000
Germán Pezzella,77,59.5,57.857142857142900,79.5,10.8,61.166666666666700,47.25,53.333333333333300,186,81,30,8500000
Martin Braithwaite,77,79.5,77.42857142857140,32.5,10.6,67.5,73.375,69.33333333333330,177,73,30,10500000
Christopher Trimmel,77,69.0,68.85714285714290,74.5,10.6,71.66666666666670,65.75,76.33333333333330,189,82,34,3900000
Leandro Cabrera,77,57.0,68.14285714285710,78.0,13.4,64.0,49.375,63.0,190,82,30,8500000
Edwin Cardona,77,80.0,59.142857142857100,32.5,11.6,70.0,75.625,80.0,183,92,28,10500000
Luis Rodríguez,77,75.5,79.28571428571430,71.0,8.2,72.83333333333330,60.75,73.33333333333330,177,76,30,9000000
Juraj Kucka,77,76.0,71.71428571428570,77.0,10.8,77.66666666666670,73.0,73.33333333333330,186,84,34,4900000
Sebastián Blanco,77,77.0,75.71428571428570,27.5,10.0,66.5,71.375,74.66666666666670,168,68,33,6500000
Oier,77,71.0,68.57142857142860,75.5,6.8,71.33333333333330,58.125,73.0,178,72,35,3000000
De Marcos,77,76.5,79.0,71.0,10.2,73.83333333333330,61.75,74.33333333333330,182,78,32,7500000
Cote,77,74.5,67.14285714285710,76.5,12.8,72.66666666666670,60.25,75.33333333333330,182,77,32,7500000
Aridane,77,54.0,68.85714285714290,75.5,11.0,62.333333333333300,45.875,55.0,186,77,32,7000000
Salomón Rondón,77,71.0,74.57142857142860,28.5,10.4,67.16666666666670,73.5,61.666666666666700,186,86,32,9000000
Bas Dost,77,70.0,50.0,51.5,10.4,71.66666666666670,73.0,49.333333333333300,196,83,32,8500000
Manuel Lanzini,77,81.0,67.71428571428570,31.5,10.2,62.166666666666700,69.875,76.66666666666670,167,59,28,10500000
A Lan,77,81.0,80.71428571428570,27.5,11.0,63.833333333333300,74.875,65.66666666666670,178,64,32,9000000
Ömer Toprak,77,67.5,68.42857142857140,81.5,11.4,66.0,46.125,63.0,186,83,32,7000000
Luiz Gustavo,77,70.5,66.28571428571430,76.5,10.4,71.66666666666670,60.5,70.66666666666670,187,78,34,5000000
Alan Kardec,77,72.0,76.85714285714290,27.5,10.8,61.166666666666700,72.25,64.33333333333330,190,80,32,8500000
Luis Montes,77,79.0,74.14285714285710,60.0,9.2,75.16666666666670,72.125,74.33333333333330,166,68,35,4200000
Pablo Piatti,77,77.5,74.14285714285710,43.5,9.8,68.5,70.875,74.33333333333330,163,63,32,8500000
Víctor Díaz,77,68.5,70.71428571428570,74.0,8.8,69.5,55.75,68.33333333333330,184,72,33,5500000
Stevan Jovetić,77,80.0,65.71428571428570,31.5,8.0,65.66666666666670,78.375,72.0,183,79,31,9000000
Makoto Hasebe,77,72.0,60.857142857142900,78.0,11.2,71.83333333333330,57.5,75.33333333333330,180,72,37,2100000
Ondřej Kúdela,77,67.5,74.14285714285710,80.5,11.6,72.83333333333330,58.375,68.66666666666670,182,78,34,3400000
Guilherme,77,18.5,45.42857142857140,15.0,76.2,43.833333333333300,18.875,28.333333333333300,195,95,35,1200000
Marcelo,77,57.5,59.0,77.0,12.4,66.83333333333330,50.5,60.666666666666700,191,85,34,3400000
Damien Da Silva,77,55.5,63.57142857142860,78.5,10.6,63.833333333333300,43.875,66.0,184,83,33,5000000
Adel Taarabt,77,85.5,68.57142857142860,68.5,4.8,78.5,67.5,75.66666666666670,180,76,32,8500000
Mathieu Valbuena,77,79.0,62.57142857142860,32.0,9.6,64.66666666666670,72.875,79.0,167,58,37,3400000
Kévin Gameiro,77,75.0,76.28571428571430,38.5,7.6,69.0,74.875,72.33333333333330,172,70,34,5000000
Joselu,77,76.5,60.42857142857140,25.0,10.4,63.5,74.5,64.66666666666670,192,80,31,9000000
Marcano,77,59.0,64.71428571428570,79.5,12.2,63.166666666666700,48.25,64.0,189,77,34,3400000
Héctor Moreno,77,62.0,64.0,78.0,12.0,68.16666666666670,53.625,68.33333333333330,186,75,33,5000000
Sokratis,77,59.0,65.57142857142860,77.5,7.2,67.66666666666670,50.5,57.0,186,82,33,5000000
Diego Valeri,77,79.0,66.28571428571430,44.0,12.0,69.5,77.25,77.0,178,73,35,4300000
Tim Krul,77,19.0,48.42857142857140,15.5,75.8,39.833333333333300,22.875,24.666666666666700,188,74,33,3400000
Ștefan Radu,77,67.5,67.14285714285710,82.0,10.4,72.0,59.875,68.33333333333330,183,79,34,3400000
Lucas Biglia,77,78.0,59.142857142857100,77.0,10.4,72.0,69.0,78.33333333333330,178,63,35,3000000
Jorge Molina,77,73.5,43.57142857142860,38.5,11.0,73.0,75.5,62.333333333333300,188,72,39,3600000
Rubens Sambueza,77,79.5,70.14285714285710,40.5,9.4,76.83333333333330,71.0,77.33333333333330,180,76,37,3400000
Soldado,77,77.5,60.42857142857140,39.5,11.0,72.83333333333330,75.875,67.66666666666670,180,74,36,3600000
Diego López,77,18.0,50.142857142857100,14.5,74.8,43.333333333333300,17.75,20.666666666666700,196,89,39,275000
Allan McGregor,77,24.5,52.0,14.0,75.8,46.666666666666700,21.5,28.666666666666700,183,74,39,275000
Quaresma,77,85.0,69.14285714285710,23.0,11.2,67.0,72.375,76.0,175,68,38,3400000
Gonçalo Inácio,76,59.0,69.71428571428570,79.0,7.2,64.16666666666670,37.625,60.0,186,77,20,15000000
Jamal Musiala,76,85.0,68.57142857142860,30.5,8.4,60.5,57.875,68.33333333333330,180,68,18,17500000
Matías Viña,76,74.5,78.28571428571430,70.5,10.2,65.5,59.75,73.0,181,70,23,11000000
Matheus Nunes,76,78.5,69.57142857142860,68.5,12.0,75.0,62.625,69.66666666666670,183,74,23,17000000
Darwin Núñez,76,73.5,77.71428571428570,35.5,11.8,71.16666666666670,70.875,64.33333333333330,187,81,22,17000000
Ansu Fati,76,77.5,75.85714285714290,27.5,8.0,58.833333333333300,64.75,70.0,178,66,18,17500000
Sergiño Dest,76,80.0,76.42857142857140,68.5,12.2,72.0,54.5,72.33333333333330,175,62,20,15500000
Gabriel Martinelli,76,77.5,75.42857142857140,42.0,7.0,67.5,64.25,64.0,179,75,20,18000000
Adelio Sanusi,76,64.0,80.71428571428570,73.5,9.4,63.5,39.5,65.0,182,74,24,14500000
Lukáš Kalvach,76,74.0,74.85714285714290,73.0,8.2,73.5,65.75,73.33333333333330,183,77,26,9500000
Tete,76,80.5,73.57142857142860,40.0,8.6,59.833333333333300,60.375,72.33333333333330,175,73,21,17000000
Manor Solomon,76,77.5,74.57142857142860,43.0,11.0,56.666666666666700,62.625,71.0,170,67,22,17000000
Bryan Gil,76,80.0,64.71428571428570,27.0,9.8,59.833333333333300,60.0,73.33333333333330,175,65,20,16500000
Giorgios Masouras,76,75.0,74.85714285714290,52.0,10.6,65.5,70.125,73.66666666666670,184,76,27,8000000
Adam Hložek,76,77.0,75.85714285714290,27.5,10.2,65.5,71.0,69.33333333333330,188,86,19,16000000
Jean-Clair Todibo,76,66.5,69.28571428571430,78.0,10.4,64.66666666666670,47.625,62.666666666666700,190,88,21,15500000
Bruno Costa,76,75.5,67.0,65.0,10.0,70.33333333333330,64.375,76.66666666666670,174,65,24,15000000
Mohammed Salisu,76,55.5,66.0,77.0,8.2,56.333333333333300,42.0,56.0,191,85,22,15500000
Trincão,76,82.0,74.0,34.5,8.4,66.16666666666670,69.25,68.0,183,77,21,17000000
Gonzalo Villar,76,80.0,67.57142857142860,74.5,10.0,72.83333333333330,57.25,74.33333333333330,181,73,23,15000000
Vitaliy Mykolenko,76,60.0,70.28571428571430,74.5,10.8,59.0,41.5,67.66666666666670,180,71,22,14500000
Mykola Shaparenko,76,79.0,70.14285714285710,66.0,11.6,69.16666666666670,64.875,74.0,177,67,22,17000000
Vitaliy Buyalskyi,76,76.5,72.0,72.0,10.2,70.83333333333330,61.875,71.33333333333330,175,68,28,7500000
Luís Maximiano,76,18.5,50.714285714285700,18.0,73.6,35.666666666666700,13.125,30.666666666666700,190,82,22,13000000
Lovro Majer,76,85.0,68.0,56.0,8.8,67.33333333333330,70.875,78.33333333333330,179,75,23,16500000
William Saliba,76,69.0,69.0,78.5,8.4,67.0,43.125,63.666666666666700,192,85,20,15500000
Lukáš Masopust,76,77.0,80.28571428571430,65.0,8.0,70.0,63.0,70.66666666666670,179,76,28,7500000
Riqui Puig,76,82.0,69.0,59.0,12.4,70.33333333333330,57.625,73.66666666666670,169,56,22,17000000
Alexis Saelemaekers,76,78.0,77.28571428571430,65.0,9.6,69.66666666666670,61.5,75.33333333333330,180,72,22,11500000
Sebastiaan Bornauw,76,65.5,67.42857142857140,77.5,9.2,66.83333333333330,46.0,64.33333333333330,191,83,22,11000000
Benoît Badiashile,76,61.5,60.285714285714300,78.0,8.6,67.16666666666670,46.375,63.0,194,75,20,15500000
Romain Faivre,76,80.0,72.14285714285710,61.0,13.8,69.83333333333330,71.625,72.66666666666670,180,69,23,15000000
Stephen Eustáquio,76,72.5,71.71428571428570,73.0,8.4,72.0,63.0,74.66666666666670,178,66,24,11000000
Musa Barrow,76,79.0,71.0,32.5,10.8,59.0,65.25,65.33333333333330,183,70,22,15000000
Loren,76,75.5,69.28571428571430,30.0,10.8,64.83333333333330,72.375,51.666666666666700,188,82,27,9000000
Pape Gueye,76,72.0,70.28571428571430,73.0,12.4,71.83333333333330,46.875,67.0,187,79,22,14500000
Colin Dagba,76,77.0,74.71428571428570,73.0,8.8,69.33333333333330,51.75,72.33333333333330,170,62,23,10000000
Lutsharel Geertruida,76,72.5,76.57142857142860,75.0,11.6,66.5,46.25,71.0,185,73,21,15500000
Miranda,76,76.0,71.28571428571430,71.5,9.2,65.5,58.25,71.0,185,79,21,16000000
Mathías Olivera,76,71.5,70.57142857142860,74.0,13.6,70.83333333333330,51.5,66.66666666666670,184,78,23,16000000
Ander Guevara,76,72.0,64.57142857142860,76.5,13.0,72.16666666666670,57.5,74.0,180,73,24,12000000
Emile Smith Rowe,76,79.5,67.57142857142860,33.5,10.2,62.333333333333300,59.125,72.0,182,64,21,16500000
Myron Boadu,76,75.0,80.85714285714290,25.5,11.0,61.333333333333300,65.875,58.0,183,67,20,16500000
Ozan Kabak,76,69.5,71.14285714285710,74.0,8.8,64.66666666666670,40.25,56.0,186,86,21,15500000
Bremer,76,61.5,66.42857142857140,77.5,10.4,60.5,38.125,54.666666666666700,188,82,24,11000000
Krépin Diatta,76,76.5,85.71428571428570,43.5,10.4,63.333333333333300,63.375,67.0,175,69,22,15000000
Nikola Milenković,76,64.0,65.28571428571430,77.5,9.8,62.833333333333300,43.375,66.66666666666670,195,90,23,14000000
Florin Niță,76,14.5,46.285714285714300,13.5,75.0,32.833333333333300,14.75,19.666666666666700,184,78,34,2400000
Daniel Muñoz,76,70.0,75.0,75.5,9.2,71.33333333333330,47.125,71.0,180,73,25,9500000
Keidi Bare,76,74.0,74.71428571428570,74.5,12.0,75.0,58.5,69.33333333333330,174,66,24,11000000
Davidson,76,77.5,76.85714285714290,40.0,8.2,68.83333333333330,71.625,68.33333333333330,177,63,30,7000000
Roberto Alvarado,76,76.5,76.28571428571430,52.0,12.4,66.33333333333330,67.125,73.66666666666670,176,70,23,15000000
Justin Kluivert,76,81.0,75.57142857142860,39.5,8.8,62.333333333333300,67.125,64.33333333333330,172,66,22,15000000
Melendo,76,78.0,72.85714285714290,47.5,10.4,68.16666666666670,59.5,75.33333333333330,167,63,24,11500000
Arnaut Danjuma,76,79.0,74.85714285714290,43.5,11.0,62.166666666666700,63.0,69.0,178,74,24,11000000
Pedro Aquino,76,67.0,75.14285714285710,75.5,9.6,70.0,54.125,66.33333333333330,175,74,26,9500000
Darko Brašanac,76,75.5,62.857142857142900,73.5,9.4,75.5,65.25,73.66666666666670,178,73,29,7500000
Brais Méndez,76,76.5,64.28571428571430,49.0,9.0,67.66666666666670,69.125,74.66666666666670,187,76,24,12000000
Pol Lirola,76,76.0,72.85714285714290,72.0,10.2,69.33333333333330,53.125,73.33333333333330,183,70,24,9500000
Marcus Edwards,76,82.5,72.0,35.0,11.0,61.666666666666700,61.25,66.0,168,65,22,17000000
Diadié Samassékou,76,70.0,73.71428571428570,75.0,9.8,73.33333333333330,49.75,67.0,175,70,25,9000000
Carlos Acevedo,76,15.0,50.857142857142900,18.5,74.6,32.5,16.375,18.333333333333300,184,74,25,9500000
Jerdy Schouten,76,75.0,69.0,75.5,8.6,70.5,53.75,69.0,185,74,24,10500000
Pablo Rosario,76,73.5,71.85714285714290,72.5,9.0,72.5,60.125,68.0,188,73,24,9500000
Lucas Robertone,76,78.5,82.28571428571430,66.0,12.2,71.66666666666670,72.375,72.33333333333330,175,70,24,15000000
Toni Martínez,76,74.0,70.0,17.0,10.0,62.333333333333300,66.25,56.0,187,84,24,15000000
Josip Brekalo,76,82.0,71.42857142857140,36.0,8.2,58.833333333333300,67.125,70.0,175,70,23,11000000
Diogo Dalot,76,76.5,77.28571428571430,72.0,8.0,72.66666666666670,58.5,71.33333333333330,184,75,22,11500000
Roland Sallai,76,80.5,68.71428571428570,34.5,9.2,64.66666666666670,59.75,69.66666666666670,183,76,24,10000000
Orel Mangala,76,83.5,74.14285714285710,73.0,7.4,73.83333333333330,53.75,70.66666666666670,178,82,23,11500000
Sebastián Villa,76,77.0,78.85714285714290,35.0,9.2,61.166666666666700,57.875,63.0,179,71,25,10000000
Jens Petter Hauge,76,78.0,77.0,43.0,9.4,61.5,61.875,66.66666666666670,184,80,21,15000000
Amath Ndiaye,76,79.5,77.85714285714290,46.5,8.8,66.66666666666670,66.375,65.33333333333330,173,70,25,10000000
Riccardo Orsolini,76,82.5,74.0,39.0,10.8,62.0,70.5,73.33333333333330,183,73,24,12000000
Jorge Sánchez,76,72.5,82.28571428571430,72.5,10.2,63.5,48.25,63.0,175,80,23,10000000
Rasmus Kristensen,76,68.5,77.57142857142860,70.5,8.8,72.16666666666670,58.25,72.0,187,70,24,10500000
Ritsu Doan,76,79.5,71.57142857142860,37.5,9.2,62.666666666666700,64.25,71.0,172,70,23,12000000
Isi,76,76.0,79.42857142857140,40.0,11.4,63.666666666666700,67.625,73.0,169,71,26,8000000
Wesley,76,74.0,64.71428571428570,36.0,10.6,69.5,69.375,66.0,191,93,24,11000000
Ben White,76,69.0,69.28571428571430,77.5,8.4,66.5,30.75,65.33333333333330,185,77,23,15500000
Dodi Lukébakio,76,80.5,74.28571428571430,30.0,10.6,58.0,69.125,67.0,187,77,24,11500000
Diogo Gonçalves,76,78.5,77.85714285714290,68.5,10.0,74.83333333333330,70.75,66.0,178,68,24,12000000
Philipp Lienhart,76,60.5,64.71428571428570,78.5,11.8,62.166666666666700,37.25,57.333333333333300,189,83,25,9000000
Duván Vergara,76,76.5,79.14285714285710,42.5,8.8,61.833333333333300,65.75,68.0,175,72,25,10000000
Amadou Diawara,76,76.5,66.28571428571430,73.5,10.4,73.16666666666670,53.0,70.33333333333330,183,75,24,9000000
Adilson Edrada,76,81.0,70.42857142857140,24.0,12.8,61.166666666666700,66.75,65.66666666666670,176,72,29,7500000
Simão Acunha,76,77.0,72.42857142857140,31.0,10.8,64.83333333333330,68.875,75.33333333333330,178,71,33,4700000
Gabrisco Aníbal,76,65.5,71.14285714285710,75.0,13.4,71.5,61.125,69.66666666666670,182,77,29,6500000
David Seijalbo,76,60.0,75.71428571428570,79.0,10.8,66.66666666666670,54.75,67.0,176,76,25,7500000
Rubem Esteiro,76,76.0,72.57142857142860,52.0,12.4,64.0,62.375,74.33333333333330,179,77,33,4700000
Nicolás Filhei,76,76.0,67.0,48.0,9.8,68.83333333333330,66.75,75.66666666666670,172,69,25,8500000
Lafortiscinho,76,71.5,73.85714285714290,73.5,10.4,66.5,61.25,71.0,178,75,29,6500000
Pierrino Faria,76,19.0,42.714285714285700,14.0,73.8,43.0,19.375,26.333333333333300,190,82,37,190000
Nelsildo Reis,76,20.0,58.714285714285700,13.0,76.0,45.666666666666700,24.0,22.666666666666700,190,88,21,8000000
Fred Aníbão,76,14.5,43.57142857142860,10.5,74.6,47.0,16.875,14.0,192,90,29,5000000
Antonaldinho,76,58.5,73.28571428571430,81.5,11.6,60.666666666666700,39.125,58.666666666666700,188,82,33,3600000
Silas Almeim,76,66.5,73.57142857142860,73.0,12.8,67.66666666666670,58.625,74.66666666666670,177,76,29,6500000
Suat Serdar,76,79.5,73.57142857142860,73.5,10.2,75.16666666666670,65.75,70.0,184,75,24,11500000
Pierre Lees-Melou,76,78.0,70.14285714285710,70.0,10.2,72.83333333333330,69.5,77.0,186,70,28,7500000
Edu Expósito,76,76.5,58.285714285714300,74.0,9.2,74.16666666666670,56.375,71.33333333333330,179,67,25,14000000
Toni Villa,76,80.5,67.42857142857140,53.0,11.6,67.0,60.125,75.0,172,63,26,9000000
Jean Meneses,76,75.0,79.0,35.0,10.4,60.666666666666700,57.25,71.0,163,65,28,7500000
Robert Sanchéz,76,26.0,47.285714285714300,15.5,74.2,37.333333333333300,19.125,36.0,197,85,23,9500000
Oussama Idrissi,76,81.0,71.14285714285710,36.5,13.0,63.0,69.375,68.66666666666670,175,78,25,10000000
Lucas Martínez Quarta,76,70.0,72.57142857142860,74.5,12.4,70.16666666666670,59.5,71.33333333333330,183,78,25,13500000
Borja Mayoral,76,78.5,73.14285714285710,34.5,10.2,65.33333333333330,71.25,68.0,182,74,24,11500000
Benjamin Henrichs,76,75.5,71.42857142857140,73.5,11.2,70.33333333333330,56.875,71.33333333333330,183,79,24,9500000
Pape Abou Cissé,76,44.0,69.57142857142860,75.0,13.4,58.666666666666700,39.375,49.666666666666700,197,90,26,10000000
Sander Berge,76,76.0,69.14285714285710,74.0,10.2,73.83333333333330,59.875,72.33333333333330,195,96,23,11000000
Gastón Giménez,76,76.5,71.28571428571430,70.0,12.4,71.33333333333330,60.75,74.33333333333330,188,82,30,6500000
André-Franck González Rey,76,81.0,78.28571428571430,74.5,10.0,77.0,61.125,69.66666666666670,184,78,25,10500000
Lucas Tousart,76,65.5,69.71428571428570,77.5,13.4,69.16666666666670,53.875,68.66666666666670,185,83,24,10500000
Frédéric Guilbert,76,68.5,74.71428571428570,74.0,11.6,70.16666666666670,50.625,70.33333333333330,178,78,26,9000000
Jeremiah St. Juste,76,74.0,79.28571428571430,78.5,11.8,69.83333333333330,53.375,70.0,184,74,24,9500000
Gonzalo Martínez,76,81.5,77.14285714285710,37.5,11.0,63.0,69.625,72.0,172,75,28,7500000
